,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,ROI_pct,release_dt
5659,360843,80000000,Columbia Pictures,USA,Frank Coraci,Comedy,80360843,Zookeeper,PG,7/8/2011,100,5.2,Kevin James,48201,Nick Bakay,2011,0.4510537500000078,2011-07-08
5660,-20029184,21000000,Summit Entertainment,USA,Jodie Foster,Drama,970816,The Beaver,PG-13,6/17/2011,91,6.7,Mel Gibson,42609,Kyle Killen,2011,-95.37706666666666,2011-06-17
5662,13224452,55000000,Twentieth Century Fox Film Corporation,USA,Mark Waters,Comedy,68224452,Mr. Popper's Penguins,PG,6/17/2011,100,6.0,Jim Carrey,73019,Sean Anders,2011,24.04445818181817,2011-06-17
5663,-25536708,30000000,Columbia Pictures,UK,Roland Emmerich,Drama,4463292,Anonymous,PG-13,12/2/2011,130,6.9,Rhys Ifans,36079,John Orloff,2011,-85.12236,2011-12-02
5664,-93990787,94000000,Beijing New Picture Film Co.,China,Yimou Zhang,Drama,9213,The Flowers of War,R,12/16/2011,146,7.6,Christian Bale,41876,Heng Liu,2011,-99.99019893617022,2011-12-16
5665,-2978000,3000000,Instinctive Film,Germany,Xavier Gens,Drama,22000,Aislados,R,4/20/2012,112,5.8,Lauren German,31955,Karl Mueller,2011,-99.26666666666667,2012-04-20
5666,-11030761,12000000,Lightstream Entertainment,USA,Oren Moverman,Crime,969239,Rampart,R,2/24/2012,108,5.8,Woody Harrelson,20869,James Ellroy,2011,-91.92300833333333,2012-02-24
5667,31698535,21000000,Fox 2000 Pictures,USA,David Bowers,Comedy,52698535,Diary of a Wimpy Kid: Rodrick Rules,PG,3/25/2011,100,6.6,Zachary Gordon,20904,Gabe Sachs,2011,150.94540476190477,2011-03-25
5670,-3307154,30000000,Walt Disney Pictures,USA,Stephen J. Anderson,Animation,26692846,Winnie the Pooh,G,7/15/2011,100,7.2,Jim Cummings,16941,Stephen J. Anderson,2011,-11.023846666666671,2011-07-15
5673,-2296998,3000000,Rhombus Media,Canada,Jason Eisener,Action,703002,Hobo with a Shotgun,NOT RATED,5/12/2011,86,6.1,Rutger Hauer,39392,John Davies,2011,-76.5666,2011-05-12
5674,-70993534,135000000,Warner Bros.,Australia,George Miller,Animation,64006466,Happy Feet Two,PG,11/18/2011,100,5.9,Elijah Wood,34974,George Miller,2011,-52.58780296296297,2011-11-18
5675,-6929955,30000000,Universal Pictures,USA,Alister Grierson,Adventure,23070045,Sanctum,R,2/4/2011,108,5.9,Rhys Wakefield,49065,John Garvin,2011,-23.09985,2011-02-04
5676,99007828,5000000,Paramount Pictures,USA,Henry Joost,Horror,104007828,Paranormal Activity 3,R,10/21/2011,83,5.8,Chloe Csengery,80871,Christopher Landon,2011,1980.15656,2011-10-21
5680,-2749946,10000000,Red Granite Pictures,USA,Jennifer Westfeldt,Comedy,7250054,Friends with Kids,R,3/16/2012,107,6.2,Jennifer Westfeldt,37719,Jennifer Westfeldt,2011,-27.49946,2012-03-16
5681,19814830,5000000,Big Beach Films,USA,Jesse Peretz,Comedy,24814830,Our Idiot Brother,R,8/26/2011,90,6.4,Paul Rudd,77870,Jesse Peretz,2011,396.29659999999996,2011-08-26
5682,16033759,19000000,New Line Cinema,USA,Todd Strauss-Schulson,Adventure,35033759,A Very Harold & Kumar 3D Christmas,R,11/4/2011,90,6.3,Kal Penn,58470,Jon Hurwitz,2011,84.38820526315789,2011-11-04
5683,-13953505,14000000,Fox Searchlight Pictures,USA,Kenneth Lonergan,Drama,46495,Margaret,R,6/1/2012,150,6.5,Anna Paquin,13729,Kenneth Lonergan,2011,-99.66789285714286,2012-06-01
5684,-4985304,8000000,Mockingbird Pictures,UK,Rodrigo Garc�a,Drama,3014696,Albert Nobbs,R,6/8/2012,113,6.7,Glenn Close,20844,Gabriella Prekop,2011,-62.316300000000005,2012-06-08
5687,12686929,5000000,Dimension Films,USA,Gonzalo L�pez-Gallego,Horror,17686929,Apollo 18,PG-13,9/2/2011,86,5.2,Warren Christie,49108,Brian Miller,2011,253.73858,2011-09-02
5689,-6998113,7000000,Annapurna Productions,USA,Aaron Harvey,Action,1887,Catch .44,R,1/5/2012,94,4.6,Malin Akerman,15243,Aaron Harvey,2011,-99.97304285714286,2012-01-05
5690,58110742,75000000,Fox 2000 Pictures,USA,Mike Mitchell,Animation,133110742,Alvin and the Chipmunks: Chipwrecked,G,12/16/2011,87,4.4,Justin Long,24939,Jonathan Aibel,2011,77.48098933333334,2011-12-16
5691,-1991988,2000000,Carver Films,Australia,Justin Kurzel,Biography,8012,The Snowtown Murders,NOT RATED,5/19/2011,119,6.6,Lucas Pittaway,14476,Shaun Grant,2011,-99.5994,2011-05-19
5695,-6964603,40000000,Warner Bros.,USA,Jason Winer,Comedy,33035397,Arthur,PG-13,4/8/2011,110,5.7,Russell Brand,47103,Peter Baynham,2011,-17.4115075,2011-04-08
5696,32522221,2000000,TriStar Pictures,USA,Alex Kendrick,Drama,34522221,Courageous,PG-13,9/30/2011,100,7.0,Alex Kendrick,16417,Alex Kendrick,2011,1626.11105,2011-09-30
5697,-33795862,41000000,Fox 2000 Pictures,USA,David Frankel,Comedy,7204138,The Big Year,PG,10/14/2011,100,6.2,Owen Wilson,36943,Howard Franklin,2011,-82.42893170731708,2011-10-14
5702,2130219,8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,Prom,PG,4/29/2011,104,5.4,Aimee Teegarden,13474,Katie Wech,2011,26.627737500000002,2011-04-29
5705,-12696123,13000000,GK Films,USA,Angelina Jolie,Drama,303877,In the Land of Blood and Honey,R,2/16/2012,100,4.4,Zana Marjanovic,32055,Angelina Jolie,2011,-97.66248461538461,2012-02-16
5706,-9994824,10000000,Foresight Unlimited,USA,Matthew Chapman,Drama,5176,The Ledge,R,5/26/2011,100,6.6,Charlie Hunnam,16604,Matthew Chapman,2011,-99.94824,2011-05-26
5709,-9934088,10920000,Eros International,India,Imtiaz Ali,Drama,985912,Rockstar,NOT RATED,11/11/2011,159,7.6,Ranbir Kapoor,29940,Imtiaz Ali,2011,-90.97150183150184,2011-11-11
5710,-15247647,20000000,Atlas Productions,USA,Paul Johansson,Drama,4752353,Atlas Shrugged: Part I,PG-13,4/15/2011,97,5.7,Taylor Schilling,11831,Brian Patrick O'Toole,2011,-76.238235,2011-04-15
5711,-4998902,5000000,"Safran Company, The",Germany,Rob Minkoff,Comedy,1098,Flypaper,NOT RATED,5/25/2012,87,6.4,Patrick Dempsey,28775,Jon Lucas,2011,-99.97804000000001,2012-05-25
5712,-12930864,13000000,Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,69136,Intruders,R,4/20/2012,100,5.4,Clive Owen,18528,Nicol�s Casariego,2011,-99.46818461538462,2012-04-20
5713,30695394,6600000,TriStar Pictures,USA,Salim Akil,Comedy,37295394,Jumping the Broom,PG-13,5/6/2011,100,5.7,Paula Patton,8399,Elizabeth Hunter,2011,465.0817272727273,2011-05-06
5714,-20997105,22000000,Studio Ghibli,Japan,Gor� Miyazaki,Animation,1002895,From Up on Poppy Hill,PG,7/16/2011,91,7.5,Sarah Bolger,22336,Tetsur� Sayama,2011,-95.44138636363635,2011-07-16
5715,5915414,32000000,Regency Enterprises,USA,John Whitesell,Action,37915414,"Big Mommas: Like Father, Like Son",PG-13,2/18/2011,107,4.4,Martin Lawrence,21446,Matt Fogel,2011,18.485668749999995,2011-02-18
5717,-13019694,16700000,Excel Entertainment,India,Farhan Akhtar,Action,3680306,Don 2,NOT RATED,12/23/2011,148,7.1,Shah Rukh Khan,43225,Farhan Akhtar,2011,-77.9622395209581,2011-12-23
5718,-7982814,8000000,Magic Violet,USA,Geoffrey Fletcher,Action,17186,Violet & Daisy,R,6/6/2013,88,6.1,Saoirse Ronan,10028,Geoffrey Fletcher,2011,-99.78517500000001,2013-06-06
5720,198139099,250000000,Warner Bros.,UK,Christopher Nolan,Action,448139099,The Dark Knight Rises,PG-13,7/20/2012,164,8.4,Christian Bale,1253772,Jonathan Nolan,2012,79.2556396,2012-07-20
5721,62805434,100000000,The Weinstein Company,USA,Quentin Tarantino,Drama,162805434,Django Unchained,R,12/25/2012,165,8.4,Jamie Foxx,1070691,Quentin Tarantino,2012,62.805434000000005,2012-12-25
5722,330010692,78000000,Lionsgate,USA,Gary Ross,Adventure,408010692,The Hunger Games,PG-13,3/23/2012,142,7.2,Jennifer Lawrence,748581,Gary Ross,2012,423.0906307692308,2012-03-23
5723,403357910,220000000,Marvel Studios,USA,Joss Whedon,Action,623357910,The Avengers,PG-13,5/4/2012,143,8.1,Robert Downey Jr.,1064633,Joss Whedon,2012,183.34450454545456,2012-05-04
5724,-3522916,130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Adventure,126477084,Prometheus,R,6/8/2012,124,7.0,Noomi Rapace,503113,Jon Spaihts,2012,-2.7099353846153806,2012-06-08
5725,123003568,180000000,New Line Cinema,USA,Peter Jackson,Adventure,303003568,The Hobbit: An Unexpected Journey,PG-13,12/14/2012,169,7.9,Martin Freeman,680250,Fran Walsh,2012,68.33531555555557,2012-12-14
5726,48001093,17000000,Brownstone Productions (II),USA,Jason Moore,Comedy,65001093,Pitch Perfect,PG-13,10/5/2012,112,7.2,Anna Kendrick,231932,Kay Cannon,2012,282.35937058823527,2012-10-05
5727,20070736,60000000,Paramount Pictures,USA,Christopher McQuarrie,Action,80070736,Jack Reacher,PG-13,12/21/2012,130,7.0,Tom Cruise,257474,Lee Child,2012,33.45122666666667,2012-12-21
5728,4738570,13000000,Summit Entertainment,USA,Stephen Chbosky,Drama,17738570,The Perks of Being a Wallflower,PG-13,10/12/2012,102,8.0,Logan Lerman,386932,Stephen Chbosky,2012,36.45053846153845,2012-10-12
5729,-74891728,102000000,Cloud Atlas Productions,Germany,Tom Tykwer,Action,27108272,Cloud Atlas,R,10/26/2012,172,7.5,Tom Hanks,305013,David Mitchell,2012,-73.42326274509804,2012-10-26
5730,172298923,120000000,Summit Entertainment,USA,Bill Condon,Adventure,292298923,The Twilight Saga: Breaking Dawn - Part 2,PG-13,11/16/2012,115,5.5,Kristen Stewart,197849,Melissa Rosenberg,2012,143.58243583333334,2012-11-16
5731,12073277,30000000,Lionsgate,USA,Drew Goddard,Horror,42073277,The Cabin in the Woods,R,4/13/2012,95,7.0,Kristen Connolly,304144,Joss Whedon,2012,40.244256666666665,2012-04-13
5732,87809770,61000000,Working Title Films,UK,Tom Hooper,Drama,148809770,Les Mis�rables,PG-13,12/25/2012,158,7.6,Hugh Jackman,262187,William Nicholson,2012,143.9504426229508,2012-12-25
5733,29512466,16000000,Indian Paintbrush,USA,Wes Anderson,Adventure,45512466,Moonrise Kingdom,PG-13,6/29/2012,94,7.8,Jared Gilman,261362,Wes Anderson,2012,184.45291250000002,2012-06-29
5734,104360277,200000000,Eon Productions,UK,Sam Mendes,Action,304360277,Skyfall,PG-13,11/9/2012,143,7.8,Daniel Craig,556275,Ian Fleming,2012,52.180138500000005,2012-11-09
5735,96447667,42000000,Columbia Pictures,USA,Phil Lord,Action,138447667,21 Jump Street,R,3/16/2012,110,7.2,Jonah Hill,441919,Michael Bacall,2012,229.63730238095238,2012-03-16
5736,-143577375,209000000,Universal Pictures,USA,Peter Berg,Action,65422625,Battleship,PG-13,5/18/2012,131,5.8,Alexander Skarsg�rd,213632,Jon Hoeber,2012,-68.6973086124402,2012-05-18
5737,36486205,30000000,Endgame Entertainment,USA,Rian Johnson,Action,66486205,Looper,R,9/28/2012,113,7.4,Joseph Gordon-Levitt,461775,Rian Johnson,2012,121.62068333333332,2012-09-28
5738,55720716,40000000,Columbia Pictures,USA,Kathryn Bigelow,Drama,95720716,Zero Dark Thirty,R,1/11/2013,157,7.4,Jessica Chastain,231134,Mark Boal,2012,139.30178999999998,2013-01-11
5739,-14667619,170000000,Roth Films,USA,Rupert Sanders,Action,155332381,Snow White and the Huntsman,PG-13,6/1/2012,127,6.1,Kristen Stewart,243327,Evan Daugherty,2012,-8.628011176470585,2012-06-01
5740,111092958,21000000,The Weinstein Company,USA,David O. Russell,Comedy,132092958,Silver Linings Playbook,R,12/25/2012,122,7.8,Bradley Cooper,575513,David O. Russell,2012,529.0140857142857,2012-12-25
5741,7011521,50000000,Universal Pictures,USA,Jon Hurwitz,Comedy,57011521,American Reunion,R,4/6/2012,113,6.7,Jason Biggs,181067,Jon Hurwitz,2012,14.023041999999997,2012-04-06
5742,-70272851,150000000,Warner Bros.,USA,Tim Burton,Comedy,79727149,Dark Shadows,PG-13,5/11/2012,113,6.2,Johnny Depp,213561,Seth Grahame-Smith,2012,-46.848567333333335,2012-05-11
5744,32030663,230000000,Columbia Pictures,USA,Marc Webb,Action,262030663,The Amazing Spider-Man,PG-13,7/3/2012,136,7.0,Andrew Garfield,484931,James Vanderbilt,2012,13.926375217391307,2012-07-03
5745,6383298,15000000,Sidney Kimmel Entertainment,USA,Derek Cianfrance,Crime,21383298,The Place Beyond the Pines,R,4/19/2013,140,7.3,Ryan Gosling,205530,Derek Cianfrance,2012,42.555319999999995,2013-04-19
5746,91525503,44500000,Warner Bros.,USA,Ben Affleck,Adventure,136025503,Argo,R,10/12/2012,120,7.7,Ben Affleck,491286,Chris Terrio,2012,205.67528764044943,2012-10-12
5747,-3112815,3800000,Danmarks Radio (DR),Denmark,Thomas Vinterberg,Drama,687185,The Hunt,R,12/21/2012,115,8.3,Mads Mikkelsen,201299,Tobias Lindholm,2012,-81.91618421052631,2012-12-21
5748,106721571,7000000,Iron Horse Entertainment (II),USA,Steven Soderbergh,Comedy,113721571,Magic Mike,R,6/29/2012,110,6.1,Channing Tatum,115818,Reid Carolin,2012,1524.5938714285714,2012-06-29
5749,-11796130,125000000,Universal Pictures,USA,Tony Gilroy,Action,113203870,The Bourne Legacy,PG-13,8/10/2012,135,6.7,Jeremy Renner,250175,Tony Gilroy,2012,-9.436904000000002,2012-08-10
5750,-25980118,45000000,Mediaset Espa�a,Spain,J.A. Bayona,Drama,19019882,The Impossible,PG-13,1/4/2013,114,7.6,Naomi Watts,160833,Sergio G. S�nchez,2012,-57.73359555555555,2013-01-04
5751,9123773,5000000,Muse Productions,USA,Harmony Korine,Crime,14123773,Spring Breakers,R,3/22/2013,94,5.3,Vanessa Hudgens,116309,Harmony Korine,2012,182.47546,2013-03-22
5752,24422889,165000000,Walt Disney Animation Studios,USA,Rich Moore,Animation,189422889,Wreck-It Ralph,PG,11/2/2012,101,7.7,John C. Reilly,298207,Rich Moore,2012,14.801750909090906,2012-11-02
5753,52283207,185000000,Walt Disney Pictures,USA,Mark Andrews,Animation,237283207,Brave,PG,6/22/2012,93,7.2,Kelly Macdonald,302017,Brenda Chapman,2012,28.26119297297298,2012-06-22
5754,-21585286,35000000,DNA Films,UK,Pete Travis,Action,13414714,Dredd,R,9/21/2012,95,7.1,Karl Urban,218179,John Wagner,2012,-61.67224571428571,2012-09-21
5755,11400127,26000000,The Weinstein Company,USA,John Hillcoat,Crime,37400127,Lawless,R,8/29/2012,116,7.3,Tom Hardy,199327,Nick Cave,2012,43.846642307692306,2012-08-29
5756,45086903,3000000,Alliance Films,USA,Scott Derrickson,Horror,48086903,Sinister,R,10/12/2012,110,6.8,Ethan Hawke,177787,Scott Derrickson,2012,1502.8967666666667,2012-10-12
5757,-176921900,250000000,Walt Disney Pictures,USA,Andrew Stanton,Action,73078100,John Carter,PG-13,3/9/2012,132,6.6,Taylor Kitsch,224234,Andrew Stanton,2012,-70.76876000000001,2012-03-09
5758,117207973,65000000,DreamWorks,USA,Steven Spielberg,Biography,182207973,Lincoln,PG-13,11/16/2012,150,7.4,Daniel Day-Lewis,211227,Tony Kushner,2012,180.31995846153848,2012-11-16
5759,-36481387,75000000,New Line Cinema,USA,Adam Shankman,Comedy,38518613,Rock of Ages,PG-13,6/15/2012,123,5.9,Julianne Hough,65550,Justin Theroux,2012,-48.64184933333333,2012-06-15
5760,-45979146,225000000,Columbia Pictures,USA,Barry Sonnenfeld,Action,179020854,Men in Black 3,PG-13,5/25/2012,100,6.8,Will Smith,282995,Etan Cohen,2012,-20.435176,2012-05-25
5761,62772375,31000000,Paramount Pictures,USA,Robert Zemeckis,Drama,93772375,Flight,R,11/2/2012,138,7.3,Denzel Washington,280858,John Gatins,2012,202.49153225806452,2012-11-02
5762,168815487,50000000,Universal Pictures,USA,Seth MacFarlane,Comedy,218815487,Ted,R,6/29/2012,106,7.0,Mark Wahlberg,503464,Seth MacFarlane,2012,337.630974,2012-06-29
5763,-15622726,32000000,The Weinstein Company,USA,Paul Thomas Anderson,Drama,16377274,The Master,R,9/21/2012,144,7.1,Philip Seymour Hoffman,116047,Paul Thomas Anderson,2012,-48.82101875,2012-09-21
5764,34003371,7000000,Exclusive Media Group,USA,David Ayer,Action,41003371,End of Watch,R,9/21/2012,109,7.7,Jake Gyllenhaal,196450,David Ayer,2012,485.76244285714284,2012-09-21
5765,4987023,120000000,Fox 2000 Pictures,USA,Ang Lee,Adventure,124987023,Life of Pi,PG,11/21/2012,127,7.9,Suraj Sharma,482766,Yann Martel,2012,4.15585249999999,2012-11-21
5766,63313048,85000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,148313048,Hotel Transylvania,PG,9/28/2012,91,7.1,Adam Sandler,180944,Peter Baynham,2012,74.48593882352941,2012-09-28
5767,-10239209,65000000,Overbrook Entertainment,USA,McG,Action,54760791,This Means War,PG-13,2/17/2012,97,6.3,Reese Witherspoon,157282,Timothy Dowling,2012,-15.752629230769234,2012-02-17
5768,-33068911,70000000,Columbia Pictures,USA,Sean Anders,Comedy,36931089,That's My Boy,R,6/15/2012,116,5.6,Adam Sandler,76035,David Caspe,2012,-47.241301428571425,2012-06-15
5769,95014030,30000000,Screen Gems,USA,Michael Sucsy,Drama,125014030,The Vow,PG-13,2/10/2012,104,6.8,Rachel McAdams,159841,Abby Kohn,2012,316.71343333333334,2012-02-10
5770,42731865,12000000,Green Hat Films,USA,Nima Nourizadeh,Comedy,54731865,Project X,R,3/2/2012,88,6.7,Thomas Mann,166912,Matt Drake,2012,356.098875,2012-03-02
5771,-66122031,125000000,Total Recall,USA,Len Wiseman,Action,58877969,Total Recall,PG-13,8/3/2012,118,6.3,Colin Farrell,214699,Kurt Wimmer,2012,-52.897624799999996,2012-08-03
5772,2382068,45000000,Ixtlan,USA,Oliver Stone,Crime,47382068,Savages,R,7/6/2012,131,6.5,Aaron Taylor-Johnson,109373,Shane Salerno,2012,5.293484444444441,2012-07-06
5773,-5349778,65000000,Paramount Pictures,USA,Larry Charles,Comedy,59650222,The Dictator,R,5/16/2012,83,6.4,Sacha Baron Cohen,230068,Sacha Baron Cohen,2012,-8.230427692307696,2012-05-16
5774,24049,15000000,CBS Films,UK,Martin McDonagh,Comedy,15024049,Seven Psychopaths,R,10/12/2012,110,7.2,Colin Farrell,200857,Martin McDonagh,2012,0.16032666666667694,2012-10-12
5775,-1982939,2000000,Samuel Goldwyn Films,USA,Jon Kasdan,Comedy,17061,The First Time,PG-13,2/7/2013,95,6.9,Dylan O'Brien,55742,Jon Kasdan,2012,-99.14695,2013-02-07
5776,32544505,35000000,Apatow Productions,USA,Judd Apatow,Comedy,67544505,This Is 40,R,12/21/2012,134,6.2,Paul Rudd,109844,Judd Apatow,2012,92.98429999999999,2012-12-21
5777,35457138,25000000,Warner Bros.,USA,Scott Hicks,Drama,60457138,The Lucky One,PG-13,4/20/2012,101,6.5,Zac Efron,85269,Will Fetters,2012,141.828552,2012-04-20
5778,-41587242,145000000,DreamWorks Animation,USA,Peter Ramsey,Animation,103412758,Rise of the Guardians,PG,11/21/2012,97,7.3,Hugh Jackman,133291,David Lindsay-Abaire,2012,-28.680856551724144,2012-11-21
5779,-66329917,150000000,Warner Bros.,Spain,Jonathan Liebesman,Action,83670083,Furia de Titanes 2,PG-13,3/30/2012,99,5.8,Sam Worthington,161836,Dan Mazeau,2012,-44.21994466666666,2012-03-30
5780,24860290,79000000,New Line Cinema,USA,Brad Peyton,Action,103860290,Journey 2: The Mysterious Island,PG,2/10/2012,94,5.8,Josh Hutcherson,73718,Brian Gunn,2012,31.46872151898734,2012-02-10
5781,-2470843,20000000,Davis-Films,Canada,Michael J. Bassett,Adventure,17529157,Terror en Silent Hill 2: la revelaci�n,R,10/26/2012,95,5.0,Adelaide Clemens,53080,Michael J. Bassett,2012,-12.354215000000002,2012-10-26
5782,41373434,85000000,Universal Pictures,South Africa,Daniel Espinosa,Action,126373434,Protegiendo al enemigo,R,2/10/2012,115,6.8,Denzel Washington,177666,David Guggenheim,2012,48.674628235294115,2012-02-10
5783,-5459894,8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,2540106,Ruby Sparks,R,11/30/2012,100,7.2,Paul Dano,84963,Zoe Kazan,2012,-68.248675,2012-11-30
5784,11590086,10000000,Lionsgate,USA,Jeff Nichols,Drama,21590086,Mud,PG-13,5/10/2013,130,7.4,Matthew McConaughey,146045,Jeff Nichols,2012,115.90086,2013-05-10
5785,-7678961,70000000,Screen Gems,USA,M�ns M�rlind,Action,62321039,Underworld Awakening,R,1/20/2012,88,6.4,Kate Beckinsale,129757,Len Wiseman,2012,-10.969944285714284,2012-01-20
5786,-14982599,100000000,Millennium Films,USA,Simon West,Action,85017401,The Expendables 2,R,8/17/2012,103,6.6,Sylvester Stallone,261485,Richard Wenk,2012,-14.982598999999997,2012-08-17
5787,-22654469,65000000,Constantin Film International,Germany,Paul W.S. Anderson,Action,42345531,Resident Evil: Retribution,R,9/14/2012,95,5.4,Milla Jovovich,116830,Paul W.S. Anderson,2012,-34.85302923076923,2012-09-14
5789,1152203,40000000,Lionsgate,USA,Kirk Jones,Comedy,41152203,What to Expect When You're Expecting,PG-13,5/18/2012,110,5.7,Cameron Diaz,61163,Shauna Cross,2012,2.880507499999996,2012-05-18
5790,94854287,45000000,EuropaCorp,France,Olivier Megaton,Action,139854287,B�squeda implacable 2,PG-13,10/5/2012,92,6.3,Liam Neeson,254843,Luc Besson,2012,210.78730444444443,2012-10-05
5791,-2552046,3000000,Gary Sanchez Productions,USA,Leslye Headland,Comedy,447954,Bachelorette,R,7/12/2013,87,5.3,Kirsten Dunst,39857,Leslye Headland,2012,-85.06819999999999,2013-07-12
5792,52575175,12000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Sci-Fi,64575175,Chronicle,PG-13,2/3/2012,89,7.1,Dane DeHaan,216523,Max Landis,2012,438.12645833333335,2012-02-03
5793,37333290,17000000,Cross Creek Pictures,UK,James Watkins,Drama,54333290,The Woman in Black,PG-13,2/3/2012,95,6.4,Daniel Radcliffe,153960,Susan Hill,2012,219.60758823529414,2012-02-03
5794,-1164472,30000000,Universal Pictures,USA,Nicholas Stoller,Comedy,28835528,The Five-Year Engagement,R,4/27/2012,124,6.2,Jason Segel,83021,Jason Segel,2012,-3.8815733333333324,2012-04-27
5796,634090,15000000,Arcade Pictures,USA,RZA,Action,15634090,The Man with the Iron Fists,R,11/2/2012,95,5.4,Russell Crowe,55782,RZA,2012,4.2272666666666625,2012-11-02
5797,-31480861,69000000,Abraham Productions,USA,Timur Bekmambetov,Action,37519139,Abraham Lincoln: Vampire Hunter,R,6/22/2012,105,5.9,Benjamin Walker,135188,Seth Grahame-Smith,2012,-45.62443623188406,2012-06-22
