,duration,budget,gross,year,month,roi_outlier_ind
2242,84,5000000,25900,2006,12,False
2243,108,5000000,4382251,2006,10,False
2244,124,5000000,2624759,2007,10,False
2245,90,5000000,237638,2007,10,False
2246,117,5000000,1229330,2007,3,False
2247,117,5000000,8299771,2006,1,False
2248,90,5000000,262014,2006,11,False
2249,85,5000000,151449,2007,1,False
2250,134,5000000,13085023,2009,4,False
2251,85,5000000,12959,2007,10,False
2252,110,5000000,5565,2014,4,False
2253,100,5000000,15078,2007,4,False
2255,99,5000000,10726909,2009,1,False
2256,95,5000000,704740,2007,9,False
2257,110,5000000,2381856,2006,12,False
2258,105,5000000,47643,2006,1,False
2259,124,5000000,544925,2007,5,False
2260,118,5000000,645732,2007,10,False
2261,115,5000000,3646201,2007,8,False
2262,93,5000000,4641637,2007,10,False
2263,137,5000000,7481601,2007,8,False
2264,90,5000000,1508127,2008,5,False
2265,110,5000000,4628553,2008,9,False
2266,91,5000000,5144717,2010,2,False
2267,90,5000000,784604,2007,11,False
2268,90,5000000,1865696,2010,9,False
2269,95,5000000,26013,2014,11,False
2270,89,5000000,224409,2009,4,False
2271,127,5000000,2874474,2009,11,False
2272,110,5000000,347977,2008,12,False
2273,63,5000000,256851,2007,5,False
2274,130,5000000,1344070,2019,9,False
2275,101,5000000,8286,2008,1,False
2276,120,5000000,8845,2013,3,False
2277,81,5000000,8503,2008,8,False
2278,82,5000000,15418749,2008,10,False
2279,92,5000000,18529730,2019,3,False
2280,96,5000000,359377,2019,9,False
2281,90,5000000,1869127,2009,10,False
2282,88,5000000,663432,2012,4,False
2283,120,5000000,307325,2008,5,False
2284,89,5000000,11084630,2016,3,False
2285,98,5000000,881787,2008,4,False
2286,91,5000000,1590355,2007,9,False
2287,70,5000000,307085,2009,3,False
2288,92,5000000,282687,2008,3,False
2289,97,5000000,9760107,2009,12,False
2290,145,5000000,17779520,2008,11,False
2292,129,5000000,17149348,2009,5,False
2293,84,5000000,8297,2009,11,False
2294,114,5000000,20435,2009,5,False
2295,90,5000000,726936,2009,8,False
2296,99,5000000,97798,2015,7,False
2297,88,5000000,72643,2010,7,False
2298,94,5000000,697847,2014,7,False
2299,105,5000000,3271,2010,4,False
2300,85,5000000,31039126,2018,5,False
2301,96,5000000,33042,2010,4,False
2302,95,5000000,25517,2010,2,False
2303,92,5000000,735875,2009,10,False
2304,120,5000000,26477630,2009,3,False
2305,98,5000000,6312033,2016,4,False
2306,102,5000000,3084844,2009,2,False
2307,94,5000000,107412,2014,9,False
2308,93,5000000,2648195,2010,8,False
2309,87,5000000,5042014,2017,6,False
2310,103,5000000,1417267,2008,12,False
2311,100,5000000,1121487,2008,9,False
2312,102,5000000,8791590,2011,7,False
2313,113,5000000,19487557,2009,8,False
2314,97,5000000,8417248,2013,10,False
2315,98,5000000,663460,2016,12,False
2316,116,5000000,3732224,2009,5,False
2317,96,5000000,21527,2010,4,False
2318,91,5000000,7556,2015,5,False
2319,97,5000000,2820490,2010,10,False
2321,85,5000000,3377891,2012,6,False
2322,87,5000000,4453634,2011,8,False
2323,81,5000000,420602,2010,9,False
2324,87,5000000,224236,2011,7,False
2325,91,5000000,120823,2014,3,False
2326,118,5000000,2503392,2013,12,False
2327,118,5000000,204232,2011,4,False
2328,90,5000000,25804448,2011,7,False
2329,100,5000000,1612861,2010,10,False
2330,111,5000000,13546,2012,2,False
2331,93,5000000,288591,2014,4,False
2332,116,5000000,11838177,2011,2,False
2333,121,5000000,3741098,2011,6,False
2334,119,5000000,23423390,2010,11,False
2335,98,5000000,16373843,2017,7,False
2336,99,5000000,10173061,2011,6,False
2337,93,5000000,10911008,2011,3,False
2338,105,5000000,625,2011,9,False
2339,83,5000000,8518634,2012,7,False
2340,103,5000000,26474920,2013,11,False
2341,112,5000000,10080,2013,1,False
2342,91,5000000,14823830,2011,3,False
2343,86,5000000,26236153,2011,9,False
2344,98,5000000,661769,2018,9,False
2346,91,5000000,346729,2017,9,False
2347,102,5000000,40400,2013,10,False
2348,101,5000000,37240,2013,4,False
2349,105,5000000,546149,2014,2,False
2350,110,5000000,71759,2013,10,False
2351,105,5000000,4686857,2011,2,False
2352,89,5000000,10730,2013,3,False
2353,93,5000000,4709246,2012,8,False
2354,98,5000000,537038,2012,4,False
2355,90,5000000,467327,2012,5,False
2356,85,5000000,1473445,2013,2,False
2357,90,5000000,1194961,2013,9,False
2358,99,5000000,2379154,2014,10,False
2359,88,5000000,25051865,2013,7,False
2360,96,5000000,19152,2012,8,False
2361,98,5000000,612521,2013,11,False
2362,125,5000000,14386840,2011,11,False
2363,94,5000000,31724284,2012,3,False
2365,106,5000000,17534314,2014,10,False
2367,91,5000000,16212101,2012,11,False
2368,95,5000000,14147,2013,10,False
2369,115,5000000,517717,2012,4,False
2370,92,5000000,964953,2012,9,False
2373,108,5000000,4745,2012,4,False
2374,100,5000000,12666449,2013,9,False
2375,104,5000000,83008,2013,6,False
2377,94,5000000,4833,2014,10,False
2378,89,5000000,94178,2017,10,False
2379,104,5000000,19572,2014,5,False
2380,103,5000000,3171593,2014,11,False
2381,99,5000000,846704,2014,9,False
2383,107,5000000,10606667,2014,11,False
2384,102,5000000,5260,2014,5,False
2385,100,5000000,2700051,2014,9,False
2386,98,5000000,10536956,2014,5,False
2388,136,5000000,15584520,2015,1,False
2389,110,5000000,13075926,2013,5,False
2390,87,5000000,9037058,2016,2,False
2394,92,5000000,256229,2015,4,False
2395,98,5000000,1557172,2018,10,False
2396,120,5000000,24817852,2015,8,False
2398,88,5000000,36585,2016,9,False
2399,95,5000000,3769214,2015,2,False
2400,110,5000000,9104504,2015,4,False
2401,92,5000000,680351,2015,11,False
2403,113,5000000,3597444,2015,2,False
2404,121,5000000,4842699,2015,9,False
2405,88,5000000,49286,2015,9,False
2406,117,5000000,1145814,2015,4,False
2407,86,5000000,16544,2016,8,False
2408,92,5000000,22227514,2016,2,False
2409,100,5000000,43682,2017,9,False
2410,99,5000000,3358085,2017,8,False
2411,91,5000000,19735344,2017,6,False
2412,120,5000000,24487848,2016,3,False
2413,96,5000000,10414738,2016,3,False
2414,94,5000000,823471,2018,1,False
2415,92,5000000,3259,2017,9,False
2416,118,5000000,9588282,2016,12,False
2417,102,5000000,79603,2020,8,False
2418,86,5000000,21701,2016,5,False
2420,90,5000000,7048,2016,12,False
2421,104,5000000,7882387,2018,5,False
2422,101,5000000,2305829,2018,3,False
2423,91,5000000,49104,2020,1,False
2424,111,5000000,1465048,2016,11,False
2425,112,5000000,18175663,2017,4,False
2426,130,5000000,1314,2017,2,False
2427,100,5000000,16642819,2018,11,False
2428,95,5000000,4554416,2019,3,False
2429,92,5000000,2233978,2019,9,False
2430,150,5000000,8849,2017,11,False
2431,103,5000000,5288011,2019,8,False
2432,113,5000000,5124,2017,12,False
2433,108,5000000,25915966,2018,3,False
2434,100,5000000,98559,2018,2,False
2437,87,5000000,21966625,2020,8,False
2438,84,5000000,9341824,2019,10,False
2439,104,5100000,303431,2009,8,False
2440,99,5200000,2459895,1990,5,False
2441,101,5200000,159828,2013,9,False
2442,99,5200000,5701519,2016,4,False
2443,91,5200000,1455120,2016,4,False
2444,76,5220000,15838,2012,4,False
2445,91,5250000,10155690,1999,8,False
2446,109,5250000,595005,2001,10,False
2447,96,5250000,785528,2007,8,False
2448,107,5300000,3107551,1987,5,False
2449,103,5300000,2554476,1990,8,False
2450,168,5300000,22181516,2006,5,False
2451,85,5300000,8106158,2012,1,False
2453,92,5300000,8139310,2014,4,False
2454,91,5300000,8003756,2016,3,False
2455,98,5300000,25892561,2015,3,False
2456,94,5400000,64236,2004,2,False
2457,104,5400000,115879,2007,6,False
2458,141,5400000,2273204,2014,1,False
2459,113,5400000,12055868,2017,9,False
2460,97,5500000,50367,1990,2,False
2461,96,5500000,1450029,1993,11,False
2462,128,5500000,11079373,1995,9,False
2463,105,5500000,35999081,1996,12,False
2464,99,5500000,56653,2001,8,False
2465,91,5500000,16153953,2001,3,False
2467,96,5500000,89182,2011,7,False
2468,118,5500000,13004504,2010,12,False
2469,122,5500000,2565396,2010,7,False
2470,118,5500000,1533527,2010,6,False
2471,128,5500000,33016351,2010,8,False
2472,89,5500000,18159691,2018,10,False
2473,99,5500000,24956,2013,10,False
2474,100,5500000,3982,2018,12,False
2475,88,5500000,19224,2017,12,False
2477,149,5550000,13125,2017,8,False
2478,141,5600000,3369654,2002,7,False
2479,115,5600000,21386368,2019,10,False
2480,85,5600000,18853164,2009,1,False
2481,99,5600000,127330,2019,9,False
2482,97,5700000,1197891,2002,10,False
2483,101,5700000,12358100,2008,7,False
2484,110,5740000,4098613,2003,9,False
2485,106,5750000,607324,2008,4,False
2486,95,5800000,7009668,2006,9,False
2487,89,5800000,1024947,2008,6,False
2488,98,5900000,5189055,2012,11,False
2489,76,5900000,618400,2007,3,False
2490,148,5900000,359891,2016,6,False
2491,120,6000000,8617408,1986,10,False
2493,97,6000000,5844868,1986,12,False
2494,114,6000000,28607524,1986,3,False
2495,100,6000000,8200000,1986,3,False
2496,100,6000000,9947631,1986,1,False
2498,84,6000000,5860601,1986,8,False
2500,119,6000000,12423831,1987,9,False
2502,107,6000000,1432687,1987,10,False
2503,94,6000000,29180280,1987,8,False
2504,97,6000000,3685862,1987,10,False
2505,111,6000000,32078318,1988,2,False
2506,102,6000000,960040,1988,4,False
2508,119,6000000,5680515,1988,6,False
2509,95,6000000,28202109,1988,11,False
2510,101,6000000,1869148,1988,10,False
2511,104,6000000,12793213,1988,3,False
2512,95,6000000,40397,1988,3,False
2513,112,6000000,10068039,1988,5,False
2514,94,6000000,1877618,1989,10,False
2515,89,6000000,22168359,1989,8,False
2516,96,6000000,14278900,1989,12,False
2517,108,6000000,24271196,1990,5,False
2518,107,6000000,869325,1991,8,False
2519,91,6000000,1193062,1991,10,False
2520,99,6000000,25794159,1992,3,False
2521,102,6000000,31347154,1991,11,False
2522,99,6000000,221295,1991,9,False
2523,76,6000000,5635204,1993,12,False
2524,89,6000000,17953778,1993,3,False
2525,89,6000000,13609396,1993,4,False
2526,87,6000000,12974636,1993,11,False
2527,99,6000000,3283371,1993,8,False
2529,94,6000000,2122561,1995,10,False
2530,98,6000000,11837928,1995,5,False
2531,86,6000000,5093707,1995,4,False
2532,106,6000000,23341568,1995,11,False
2533,88,6000000,548561,1997,7,False
2534,120,6000000,22231658,1996,3,False
2535,114,6000000,403701,1996,11,False
2536,117,6000000,12658486,1996,11,False
2537,114,6000000,6330054,1997,4,False
2538,109,6000000,14842388,1997,3,False
2539,99,6000000,11841544,1998,9,False
2540,88,6000000,282175,1998,3,False
2541,75,6000000,82106,1998,12,False
2542,87,6000000,2281761,1998,8,False
2543,95,6000000,11710,1998,1,False
2544,101,6000000,6852450,1999,6,False
2545,108,6000000,30471,1999,3,False
2546,96,6000000,4398989,1999,7,False
2547,95,6000000,35547761,2000,8,False
2548,106,6000000,25059640,1999,7,False
2549,224,6000000,1724806,2001,8,False
2550,122,6000000,10994533,2000,5,False
2551,91,6000000,49136,2000,1,False
2552,95,6000000,65586,1999,1,False
2553,100,6000000,18569,2001,9,False
2554,108,6000000,3695710,2001,3,False
2555,107,6000000,2572403,2001,12,False
2556,113,6000000,6979093,2001,11,False
2557,95,6000000,3644200,2001,11,False
2558,106,6000000,27958191,2001,8,False
2559,94,6000000,16217411,2002,11,False
2560,99,6000000,113989,2001,3,False
2561,137,6000000,878325,2004,6,False
2562,105,6000000,294758,2004,4,False
2563,105,6000000,716888,2002,5,False
2564,93,6000000,4424253,2001,8,False
2565,103,6000000,97080,2002,9,False
2566,94,6000000,2944752,2003,11,False
2567,86,6000000,3810792,2003,8,False
2568,105,6000000,5141166,2003,8,False
2569,104,6000000,2323349,2002,9,False
2570,105,6000000,15116179,2006,1,False
2571,99,6000000,4902652,2003,3,False
2572,97,6000000,389866,2004,4,False
2573,155,6000000,130742,2006,1,False
2574,87,6000000,26018,2004,4,False
2575,142,6000000,12636656,2004,7,False
2576,120,6000000,1518,2004,8,False
2577,91,6000000,156318,2006,8,False
2578,114,6000000,1831577,2007,5,False
2581,97,6000000,161408,2006,8,False
2582,135,6000000,12859418,2007,10,False
2583,100,6000000,52453,2005,12,False
2584,94,6000000,631318,2008,6,False
2585,89,6000000,18197398,2007,11,False
2586,105,6000000,283599,2006,11,False
2587,101,6000000,763578,2007,9,False
2588,91,6000000,285060,2007,8,False
2589,96,6000000,6645036,2007,9,False
2590,153,6000000,15242548,2007,4,False
2591,96,6000000,12628,2014,12,False
2592,90,6000000,10234475,2009,7,False
2593,86,6000000,498088,2008,3,False
2594,85,6000000,397941,2009,1,False
2595,144,6000000,1333241,2008,3,False
2596,91,6000000,20776,2010,10,False
2597,85,6000000,52132,2008,4,False
2598,99,6000000,3175469,2008,8,False
2599,91,6000000,270888,2009,6,False
2601,101,6000000,408159,2010,3,False
2602,94,6000000,48411,2009,9,False
2603,90,6000000,4591629,2009,7,False
2604,104,6000000,7878856,2009,5,False
2605,90,6000000,148337,2009,8,False
2606,99,6000000,1344544,2009,11,False
2607,94,6000000,32443111,2013,9,False
2608,137,6000000,90777,2015,10,False
2609,141,6000000,18689058,2010,6,False
2610,108,6000000,3784105,2010,10,False
2611,94,6000000,6796,2013,8,False
2612,102,6000000,24863452,2019,8,False
2613,96,6000000,19561904,2011,10,False
2614,104,6000000,11348205,2011,7,False
2615,91,6000000,51017,2011,8,False
2617,117,6000000,6698679,2016,3,False
2618,115,6000000,55532,2011,4,False
2619,84,6000000,8446952,2012,5,False
2620,87,6000000,585333,2018,3,False
2621,93,6000000,133588,2014,9,False
2622,119,6000000,3168201,2011,9,False
2624,102,6000000,15950164,2012,9,False
2625,96,6000000,69396,2019,9,False
2626,99,6000000,2711379,2012,6,False
2627,90,6000000,85226,2012,9,False
2628,96,6000000,283995,2013,7,False
2629,89,6000000,2631275,2012,1,False
2630,86,6000000,408918,2014,1,False
2631,103,6000000,2890000,2015,3,False
2632,108,6000000,422746,2015,8,False
2633,90,6000000,15071,2014,9,False
2634,116,6000000,634308,2013,1,False
2635,105,6000000,1787158,2012,12,False
2636,111,6000000,144564,2020,4,False
2637,127,6000000,3931915,2013,8,False
2638,101,6000000,3221143,2013,3,False
2639,111,6000000,4437634,2014,7,False
2640,107,6000000,3485383,2014,3,False
2641,106,6000000,5670776,2014,7,False
2642,88,6000000,3679847,2014,6,False
2643,90,6000000,93296,2015,8,False
2645,110,6000000,171505,2014,2,False
2646,102,6000000,269915,2016,1,False
2647,90,6000000,45317,2015,11,False
2648,118,6000000,201890,2016,10,False
2649,92,6000000,21150265,2019,3,False
2650,87,6000000,15436,2016,9,False
2651,105,6000000,2840408,2016,4,False
2652,95,6000000,37766,2017,7,False
2653,111,6000000,1023510,2019,2,False
2654,107,6000000,46180,2017,2,False
2655,92,6000000,3187255,2017,8,False
2656,114,6000000,5699056,2017,10,False
2657,80,6000000,7976551,2017,10,False
2658,114,6000000,8003180,2017,10,False
2659,137,6000000,1211394,2018,9,False
2660,121,6000000,1524880,2018,10,False
2662,98,6000000,6216897,2018,9,False
2663,90,6000000,32893421,2019,5,False
2665,109,6000000,21171090,2019,3,False
2666,100,6100000,714,2001,6,False
2667,105,6100000,1398631,2013,3,False
2668,89,6200000,9205924,1988,8,False
2669,83,6200000,126247,1994,8,False
2670,96,6200000,936542,2007,6,False
2671,88,6200000,49172,2006,1,False
2672,97,6200000,23620709,2019,6,False
2673,122,6250000,14751915,2018,9,False
2674,107,6400000,40084041,1986,5,False
2675,86,6400000,6858261,1995,11,False
2676,98,6400000,2561820,2003,10,False
2677,80,6400000,11019975,2012,1,False
2678,105,6400000,6724365,2017,6,False
2680,101,6428966,8836958,2002,12,False
2681,111,6500000,2347000,1986,11,False
2683,121,6500000,14545844,1988,2,False
2684,120,6500000,37346892,1989,11,False
2685,90,6500000,2032973,1990,5,False
2687,84,6500000,29000301,1992,8,False
2688,108,6500000,24103594,1993,4,False
2689,94,6500000,9685976,1995,8,False
2690,99,6500000,536023,1995,4,False
2691,113,6500000,65090,2000,9,False
2692,106,6500000,2006391,2001,7,False
2693,105,6500000,12633747,2002,1,False
2694,101,6500000,209531,2002,9,False
2695,91,6500000,89781,2004,9,False
2696,97,6500000,1644653,2004,10,False
2698,92,6500000,39323027,2005,9,False
2699,88,6500000,18245244,2006,9,False
2700,100,6500000,2025032,2005,10,False
2701,93,6500000,1325092,2006,11,False
2702,115,6500000,5568811,2005,5,False
2703,113,6500000,1595417,2009,4,False
2705,109,6500000,1037505,2009,6,False
2706,102,6500000,54437,2010,4,False
2707,101,6500000,19123767,2011,1,False
2708,97,6500000,3216359,2012,2,False
2709,116,6500000,2891812,2013,7,False
2710,97,6500000,1553337,2015,7,False
2711,89,6500000,16861137,2014,2,False
2712,120,6500000,452036,2014,5,False
2715,131,6600000,5668177,2007,2,False
2716,112,6600000,38158601,2011,7,False
2717,103,6700000,1171762,1990,9,False
2718,110,6700000,7507008,2011,1,False
2719,90,6700000,1824678,2014,6,False
2720,90,6700000,9759,2017,3,False
2721,103,6788000,13878334,1991,5,False
2722,108,6800000,351401,2005,10,False
2723,99,6800000,887065,2007,4,False
2724,131,6800000,7099598,2010,1,False
2725,102,6900000,7993039,1993,2,False
2726,103,6900000,1879629,2011,11,False
2727,96,6970000,5162886,2014,11,False
2728,102,7000000,34368475,1987,6,False
2729,98,7000000,7019441,1987,11,False
2730,98,7000000,999382,1987,8,False
2731,96,7000000,20256975,1988,10,False
2733,164,7000000,8865702,1988,10,False
2734,113,7000000,5344577,1988,10,False
2735,116,7000000,2847941,1988,2,False
2736,98,7000000,19595031,1988,9,False
2737,103,7000000,9094451,1989,1,False
2738,91,7000000,4348368,1990,6,False
2739,127,7000000,191125,1991,9,False
2740,86,7000000,16624456,1992,2,False
2741,88,7000000,40693477,1992,5,False
2742,90,7000000,5430822,1992,9,False
2743,101,7000000,6608687,1993,3,False
2744,121,7000000,40185556,1993,5,False
2745,97,7000000,12741891,1993,7,False
2746,105,7000000,19623396,1994,2,False
2747,119,7000000,20851521,1994,9,False
2748,82,7000000,7557877,1995,2,False
2749,125,7000000,2144667,1994,6,False
2750,104,7000000,25405445,1995,2,False
2751,112,7000000,8367636,1995,11,False
2752,115,7000000,529766,1995,4,False
2753,89,7000000,3734870,1995,12,False
2754,80,7000000,1060264,1996,11,False
2755,91,7000000,560069,1996,7,False
2757,130,7000000,1100788,1996,4,False
2758,92,7000000,14702438,1996,4,False
2759,123,7000000,409144,1996,11,False
2760,95,7000000,106606,1996,2,False
2761,96,7000000,7302522,1999,9,False
2762,101,7000000,34266564,2000,5,False
2763,121,7000000,4912892,1998,4,False
2764,100,7000000,2165637,1999,8,False
2765,95,7000000,14011454,1999,8,False
2766,111,7000000,8764007,2001,11,False
2767,116,7000000,8449,2002,9,False
2768,109,7000000,7838,2000,12,False
2769,120,7000000,28780255,2000,1,False
2770,90,7000000,3728888,1999,9,False
2771,92,7000000,379739,2001,8,False
2772,113,7000000,4760014,2001,4,False
2773,89,7000000,16829545,2003,6,False
2774,88,7000000,499891,2001,5,False
2775,81,7000000,3313583,2001,6,False
2776,114,7000000,3646994,2001,5,False
2777,87,7000000,3042497,2002,5,False
2778,95,7000000,369194,2003,8,False
2779,96,7000000,10229331,2001,11,False
